m,M,average weight,average_laplacian weight,average_gaussian weight,average volume,average_laplacian volume,average_gaussian volume,average_L2_laplacian_supression,average_L2_gaussian_supression
0.3,0.5,139.8367645384581,139.74842346491346,140.14398943825532,119.55567575263645,119.6308105566106,119.63789207702597,0.9903905608762688,3.257349500554595
0.3,0.4,139.88968147453127,140.03244079436735,139.95985711387118,119.58928344903208,119.56488057775977,119.41249473764304,0.9261337950190036,3.085912327287284
0.3,0.3,139.85086868759925,139.84876723288548,139.7881786185932,119.563443989899,119.59096008698484,119.43828944254508,0.8965095867143924,3.4129976534107014
0.4,0.9,139.857889163319,139.87464435409234,139.14274864253994,119.55108718245074,119.64468637169382,119.55323228517427,1.09750049746194,3.965972021929289
0.4,0.8,139.8468905930327,139.83944931175617,139.59867747132887,119.58466404287026,119.51972233899698,119.5921692827778,1.2229808767537849,4.036813612768213
0.4,0.7,139.8752848892431,139.9191702776275,140.25447175985835,119.59226657184,119.6147975602178,119.6123980476572,1.2231772179951304,3.680907322421726
0.4,0.6,139.83494054200943,139.89385450584416,139.72258929774478,119.53894741587716,119.49734406865863,119.54989847792947,1.1150778884966854,3.891816553003323
0.4,0.5,139.8803643904244,139.8734285003431,140.5157318547768,119.57599145019633,119.5295383718318,119.4118155626933,1.1045399847385056,3.7962120148793774
0.4,0.4,139.86211329510775,139.8621218370897,140.18893654213633,119.58228511140383,119.5391802600768,119.7580603734366,1.0915906429283355,3.4031826881390104
0.5,0.9,139.93543301144598,140.03740632765184,140.435561557805,119.50318953931666,119.5861723036614,120.13823341088316,1.3386057419540291,4.711602469244526
0.5,0.8,139.87710368158133,139.86915796195407,139.70504467723626,119.56517550886196,119.59693268761777,119.95577351344738,1.3850411970434908,4.6537810335483965
0.5,0.7,139.8749367336614,139.78730827333456,139.59146848311747,119.60989598571926,119.43424310905009,119.72629238916548,1.303244683498877,4.3633098046477015
0.5,0.6,139.91206806993,139.8278072373339,140.2422500536586,119.52705084462433,119.5957876863592,119.5214561147158,1.3668379341908727,4.918029673307105
0.5,0.5,139.82662339303147,139.70636887911442,140.33141298612955,119.55592593573787,119.64072877986956,119.45688982848642,1.3074868275932985,3.804902355333143
0.6,0.9,139.80121792352654,140.0149381315225,139.60708919255322,119.5345831120826,119.38558603389453,119.7407182134244,1.9422127165231564,5.496511943371478
0.6,0.8,139.80508474290858,139.84465764833473,139.77688138788827,119.57742711089482,119.53849970966483,119.5329003402523,1.7009153647772963,5.39703728137638
0.6,0.7,139.83362671979322,139.71762240403868,139.68673989139543,119.61514557146948,119.5121648460948,119.33256619874224,1.6478875688806127,5.417178032702886
0.6,0.6,139.8499061091274,139.73101703202474,139.78190954831186,119.56581546732194,119.72453455347669,119.4065047263526,1.491932607876435,5.575817869059035
0.7,0.9,139.85858022057536,140.01190826096058,138.63052647086985,119.53384292403052,119.56523039104948,120.02726540785343,2.18517541149744,8.848202547347165
0.7,0.8,139.85777776211427,139.93150031582996,141.6347502828608,119.55723904054726,119.61194846553964,120.81080407010664,1.9953456841522683,8.373853494063669
0.7,0.7,139.74479386780297,139.80437596677962,139.08762349439365,119.51399494910208,119.5310852373166,119.969600747207,2.118737389359129,6.725614166238262
0.8,0.9,139.82309968034698,139.8542811682836,141.46303390905325,119.49962497739784,119.73214497642034,120.4734998967796,3.045368179942378,11.582977898906602
0.8,0.8,139.9266573588095,139.77098702007115,141.92547312008034,119.51728978067835,119.45325915812268,121.20389641450052,2.9390151183003,11.015214578667551
0.9,0.9,139.97734664854815,140.03697321776497,140.30256515685073,119.62946516075716,119.51561335499954,120.3180976328766,5.524823349624114,21.156633862326707
